archivo,linea,tipo_conexion,endpoint_detectado,evidencia
"/app/backend/modules/comercial/repository.py","413","execute_sql_query","","        UNION ALL         SELECT totalprecuenta, nopersonas          FROM tempcheques          WHERE MONTH(fecha) = {mes} AND YEAR(fecha) = {anio}           AND totalprecuenta > 0 AND cancelado = 0     ) AS ventas_unificadas     """"""          return execute_sql_query(         server['host'], server['port'], server['database'],         server['username'], server['password'], query     )   # ============================================================================ # QUERIES SQL - TICKET PERFECTO # ============================================================================ "
"/app/backend/modules/comercial/repository.py","448","execute_sql_query","","    INNER JOIN Producto P ON P.Pr_Cve_Producto = D.Pr_Cve_Producto     WHERE MONTH(C.Cm_Fecha) = {mes}       AND YEAR(C.Cm_Fecha) = {anio}       AND C.Cm_Estado IN ('C', 'F')       {sucursal_filtro}     GROUP BY C.Cm_Folio, C.Cm_Total, C.Cm_NumPersonas     """"""          return execute_sql_query(         server['host'], server['port'], server['database'],         server['username'], server['password'], query     )   # ============================================================================ # QUERIES SQL - METAS (MIGRADO A SQL - Mayo 2026) # ============================================================================ "
"/app/backend/modules/comercial/routes.py","2160","execute_sql_query","","INNER JOIN productos p ON p.idproducto = cd.idproducto INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0 GROUP BY p.descripcion ORDER BY SUM(cd.cantidad * cd.precio) DESC """"""             result_prod = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_productos             )                          if result_prod is not None:                 query_success = True                 for r in (result_prod or []):                     real_ventas = float(r['real_ventas'] or 0) "
"/app/backend/modules/comercial/routes.py","2192","execute_sql_query","","LEFT JOIN meseros m ON m.idmesero = cheques.idmesero INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0 GROUP BY m.nombre ORDER BY SUM(cheques.total{propina_expr}) DESC """"""             result_vend = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_vendedor             )                          if result_vend is not None:                 for r in (result_vend or []):                     real_ventas = float(r['real_ventas'] or 0)                     meta_estimada = real_ventas * 1.1 "
"/app/backend/modules/comercial/routes.py","2245","execute_sql_query","","WHERE CONVERT(varchar, VE.Vn_Fecha, 112) >= '{f_ini}'   AND CONVERT(varchar, VE.Vn_Fecha, 112) <= '{f_fin}'   AND ISNULL(VE.Es_Cve_Estado, '') <> 'CA'   AND V.Vn_Precio_Neto_Importe > 0   {filtro_sucursal} GROUP BY P.Pr_Descripcion ORDER BY SUM(V.Vn_Precio_Neto_Importe) DESC """"""             result_prod = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_productos             )                          if result_prod is not None:                 query_success = True                 for r in (result_prod or []):                     real_ventas = float(r['real_ventas'] or 0) "
"/app/backend/modules/comercial/routes.py","2278","execute_sql_query","","WHERE CONVERT(varchar, VE.Vn_Fecha, 112) >= '{f_ini}'   AND CONVERT(varchar, VE.Vn_Fecha, 112) <= '{f_fin}'   AND ISNULL(VE.Es_Cve_Estado, '') <> 'CA'   AND VE.Vn_Precio_Neto_Importe > 0   {filtro_sucursal} GROUP BY VND.Vn_Descripcion ORDER BY SUM(VE.Vn_Precio_Neto_Importe) DESC """"""             result_vend = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_vendedor             )                          if result_vend is not None:                 if not query_success:                     query_success = True                 for r in (result_vend or []): "
"/app/backend/modules/comercial/routes.py","2505","execute_sql_query","","INNER JOIN cheqdet cd ON cd.foliodet = cheques.folio INNER JOIN productos p ON p.idproducto = cd.idproducto INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0   AND cheques.total > 0 """"""                 result = execute_sql_query(                     server['host'], server['port'], server['database'],                     server['username'], server['password'], query_categorias                 )                                  if result is not None:                     query_success = True                     tickets_totales = int(result[0]['tickets_totales'] or 0) if result else 0                     con_alimentos = int(result[0]['con_alimentos'] or 0) if result else 0 "
"/app/backend/modules/comercial/routes.py","2543","execute_sql_query","","                    query_simple = f"""""" SELECT COUNT(DISTINCT cheques.folio) as tickets_totales FROM cheques INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0 AND cheques.total > 0 """"""                     result_simple = execute_sql_query(                         server['host'], server['port'], server['database'],                         server['username'], server['password'], query_simple                     )                     if result_simple:                         tickets_totales = int(result_simple[0]['tickets_totales'] or 0)                         ticket_data = {                             ""tickets_totales"": tickets_totales,                             ""tickets_completos"": 0, "
"/app/backend/modules/comercial/routes.py","2581","execute_sql_query","","INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0 GROUP BY p.idproducto, p.descripcion HAVING SUM(cd.cantidad * cd.precio) > 0 ORDER BY SUM(cd.cantidad * cd.precio) DESC """"""             result_rent = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_rentabilidad             )                          if result_rent is not None:                 for r in (result_rent or []):                     ventas = float(r['ventas'] or 0)                     costo = float(r['costo'] or 0) "
"/app/backend/modules/comercial/routes.py","3022","execute_sql_query","","    ISNULL(AVG(CAST(cheques.nopersonas as float)), 0) as pax_promedio FROM cheques INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0   AND cheques.total > 0 """"""             result = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_unidad             )                          if result and len(result) > 0:                 row = result[0]                 cheques_mes = int(row['cheques_mes'] or 0)                 comensales_mes = int(row['comensales_mes'] or 0) "
"/app/backend/modules/comercial/routes.py","3078","execute_sql_query","","INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0   AND cheques.total > 0 GROUP BY DATEPART(HOUR, turnos.apertura) ORDER BY COUNT(*) DESC """"""             result_rot = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_rotacion             )                          max_vueltas = max([int(r['vueltas'] or 0) for r in result_rot]) if result_rot else 1                          rotacion_por_mesa = []             for r in result_rot: "
"/app/backend/modules/comercial/routes.py","3136","execute_sql_query","","LEFT JOIN Comanda C ON C.Co_Folio = VE.Vn_Folio AND C.Sc_Cve_Sucursal = VE.Sc_Cve_Sucursal LEFT JOIN Sucursal S ON S.Sc_Cve_Sucursal = VE.Sc_Cve_Sucursal WHERE VE.Vn_Fecha >= CONVERT(datetime, '{fecha_ini} 00:00:00', 120)   AND VE.Vn_Fecha <= CONVERT(datetime, '{f_fin} 23:59:59', 120)   AND VE.Es_Cve_Estado <> 'CA'   AND VE.Vn_Precio_Neto_Importe > 0   {sucursal_filter} """"""             result = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_unidad             )                          if result and len(result) > 0:                 row = result[0]                 cheques_mes = int(row['cheques_mes'] or 0)                 comensales_mes = int(row['comensales_mes'] or 0) "
"/app/backend/modules/comercial/routes.py","3169","execute_sql_query","","            # Si MongoDB no encontró el nombre (aún es server['name']), intentar con SQL             if nombre_final_mpro == server['name'] and sucursal:                 es_codigo_suc = sucursal.isdigit() or (len(sucursal) == 4 and sucursal[0] == '0')                 if es_codigo_suc:                     query_nombre = f"""""" SELECT TOP 1 Sc_Descripcion as nombre FROM Sucursal WHERE Sc_Cve_Sucursal = '{sucursal}' """"""                     try:                         result_nombre = execute_sql_query(                             server['host'], server['port'], server['database'],                             server['username'], server['password'], query_nombre                         )                         if result_nombre and len(result_nombre) > 0 and result_nombre[0].get('nombre'):                             nombre_final_mpro = result_nombre[0]['nombre']                     except Exception as e:                         logging.warning(f""No se pudo obtener nombre de sucursal {sucursal} desde SQL: {e}"")              "
"/app/backend/modules/comercial/routes.py","3209","execute_sql_query","","WHERE VE.Vn_Fecha >= CONVERT(datetime, '{fecha_ini} 00:00:00', 120)   AND VE.Vn_Fecha <= CONVERT(datetime, '{f_fin} 23:59:59', 120)   AND VE.Es_Cve_Estado <> 'CA'   AND VE.Vn_Precio_Neto_Importe > 0   {sucursal_filter} GROUP BY DATEPART(HOUR, VE.Vn_Fecha) ORDER BY COUNT(*) DESC """"""             result_rotacion = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_rotacion             )                          rotacion_por_mesa = []             for r in (result_rotacion or []):                 hora = int(r['hora'] or 0)                 vueltas = int(r['vueltas'] or 0) "
"/app/backend/modules/comercial/routes.py","3347","execute_sql_query","","INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0   AND cheques.total > 0 ORDER BY turnos.apertura DESC OFFSET {offset} ROWS FETCH NEXT {limit} ROWS ONLY """"""             result = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_detalle             )                          # Query para contar total             query_total = f"""""" SELECT COUNT(*) as total FROM cheques "
"/app/backend/modules/comercial/routes.py","3362","execute_sql_query","","SELECT COUNT(*) as total FROM cheques INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin}'   AND cheques.cancelado = 0   AND cheques.total > 0 """"""             result_total = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_total             )             total = int(result_total[0]['total']) if result_total else 0                          movimientos = []             for row in result or []:                 fecha_val = row.get('fecha') "
"/app/backend/modules/comercial/routes.py","3442","execute_sql_query","","  AND VE.Vn_Fecha <= CONVERT(datetime, '{f_fin} 23:59:59', 120)   AND ISNULL(VE.Es_Cve_Estado, '') <> 'CA'   AND VE.Vn_Precio_Neto_Importe > 0   {sucursal_filter} ORDER BY VE.Vn_Fecha DESC OFFSET {offset} ROWS FETCH NEXT {limit} ROWS ONLY """"""             logging.info(f""Query MPRO detalle: {query_detalle[:200]}..."")             result = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_detalle             )                          # Query para contar total             query_total = f"""""" SELECT COUNT(*) as total FROM Venta_Encabezado VE "
"/app/backend/modules/comercial/routes.py","3458","execute_sql_query","","FROM Venta_Encabezado VE LEFT JOIN Sucursal S ON S.Sc_Cve_Sucursal = VE.Sc_Cve_Sucursal WHERE VE.Vn_Fecha >= CONVERT(datetime, '{f_ini} 00:00:00', 120)   AND VE.Vn_Fecha <= CONVERT(datetime, '{f_fin} 23:59:59', 120)   AND ISNULL(VE.Es_Cve_Estado, '') <> 'CA'   AND VE.Vn_Precio_Neto_Importe > 0   {sucursal_filter} """"""             result_total = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_total             )             total = int(result_total[0]['total']) if result_total else 0                          movimientos = []             for row in result or []:                 fecha_val = row.get('fecha') "
"/app/backend/modules/comercial/routes.py","3598","execute_sql_query","","            query_ventas_reales = f"""""" SELECT SUM(cheques.total{propina_expr}) as ventas_reales FROM cheques INNER JOIN turnos ON turnos.idturno = cheques.idturno WHERE CONVERT(varchar, turnos.apertura, 112) >= '{f_ini_actual}'   AND CONVERT(varchar, turnos.apertura, 112) <= '{f_fin_actual}'   AND cheques.cancelado = 0 """"""             result_ventas_reales = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_ventas_reales             )             ventas_reales_periodo = float(result_ventas_reales[0]['ventas_reales'] or 0) if result_ventas_reales else 0                          # Query para ventas del período ACTUAL con precios actuales             # Agrupa por producto y calcula precio promedio             # NOTA: En SoftRestaurant la tabla de detalle es 'cheqdet' (no 'chequedetalle') "
"/app/backend/modules/comercial/routes.py","3646","execute_sql_query","","WHERE CONVERT(varchar, t.apertura, 112) >= '{f_ini_base}'   AND CONVERT(varchar, t.apertura, 112) <= '{f_fin_base}'   AND c.cancelado = 0   AND cd.cantidad > 0 GROUP BY p.idproducto, p.descripcion """"""                          # Ejecutar queries             ventas_actual = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_ventas_actual             ) or []                          precios_base = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_precios_base             ) or [] "
"/app/backend/modules/comercial/routes.py","3651","execute_sql_query","","""""""                          # Ejecutar queries             ventas_actual = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_ventas_actual             ) or []                          precios_base = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_precios_base             ) or []                          # VALIDACIÓN (Abril 2026): Si no hay datos en el período base, no se puede hacer análisis             # porque no hay precios de referencia con los cuales comparar             if not precios_base or len(precios_base) == 0:                 logging.warning(f""Precios Constantes SoftRestaurant {server['name']}: Sin datos en período base {periodo_base}"") "
"/app/backend/modules/comercial/routes.py","3884","execute_sql_query","","            query_ventas_reales_mpro = f"""""" SELECT ISNULL(SUM(VE.Vn_Precio_Neto_Importe), 0) as ventas_reales FROM Venta_Encabezado VE WHERE VE.Vn_Fecha >= CONVERT(datetime, '{fecha_ini_actual} 00:00:00', 120)   AND VE.Vn_Fecha <= CONVERT(datetime, '{fecha_fin_actual} 23:59:59', 120)   AND ISNULL(VE.Es_Cve_Estado, '') <> 'CA'   {filtro_sucursal_ve} """"""             result_ventas_reales = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_ventas_reales_mpro             )             ventas_reales_periodo = float(result_ventas_reales[0]['ventas_reales'] or 0) if result_ventas_reales else 0                          query_ventas_actual = f"""""" SELECT      V.Pr_Cve_Producto as producto_id, "
"/app/backend/modules/comercial/routes.py","3924","execute_sql_query","","  AND V.Vn_Fecha <= CONVERT(datetime, '{fecha_fin_base} 23:59:59', 120)   AND ISNULL(V.Es_Cve_Estado, '') <> 'CA'   AND V.Vn_Cantidad_Control_1 > 0   {filtro_sucursal} GROUP BY V.Pr_Cve_Producto """"""                          # Ejecutar queries             ventas_actual = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_ventas_actual             ) or []                          precios_base = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_precios_base             ) or [] "
"/app/backend/modules/comercial/routes.py","3929","execute_sql_query","","""""""                          # Ejecutar queries             ventas_actual = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_ventas_actual             ) or []                          precios_base = execute_sql_query(                 server['host'], server['port'], server['database'],                 server['username'], server['password'], query_precios_base             ) or []                          # VALIDACIÓN (Abril 2026): Si no hay datos en el período base, no se puede hacer análisis             # porque no hay precios de referencia con los cuales comparar             if not precios_base or len(precios_base) == 0:                 logging.warning(f""Precios Constantes MPRO {server['name']}: Sin datos en período base {periodo_base}"") "
"/app/backend/modules/comercial/routes.py","4245","get_server_by_id","@router.get(""/comercial/dashboard/{server_id}"")","    Ahora soporta multiselección de meses y múltiples años.     tipo_comparacion: 'dias_equiv' compara días 1-N vs días 1-N del período anterior                       'mes_completo' compara vs el mes completo anterior          RESPUESTA INCLUYE:     - source_status: 'SUCCESS' | 'NO_DATA' | 'SOURCE_UNREACHABLE' | 'ERROR'     - source_message: Mensaje descriptivo del estado     """"""     server = await get_server_by_id(server_id)     if not server:         return {             ""source_status"": ""ERROR"",             ""source_message"": ""Servidor no encontrado en configuración"",             ""kpis"": None,             ""comparativo"": None,             ""alertas"": []         } "
"/app/backend/modules/rh/importador/repository.py","79","execute_sql_query","","    )     if server:         _server_cache = server     return server   def execute_hub_query(server: Dict, query: str) -> List[Dict]:     """"""Ejecuta una query en el servidor EDARSA HUB.""""""     return execute_sql_query(         server['host'],         server['port'],         server['database'],         server['username'],         server['password'],         query     )  "
"/app/backend/modules/rh/repository.py","183","execute_sql_query","","         Args:         server: Configuración del servidor         query: Query SQL a ejecutar              Returns:         Lista de diccionarios con los resultados     """"""     return execute_sql_query(         server['host'],         server['port'],         server['database'],         server['username'],         server['password'],         query     )  "
"/app/backend/modules/comercial_v2/carga_historica_abril_2026.py","301","get_server_connection","","        server_id=unidad['server_id'],         sistema_origen='SOFTRESTAURANT',         rango_procesado=f""{fecha_inicio.isoformat()} a {fecha_fin.isoformat()}""     )          start_time = time.time()          # Obtener conexión     server = get_server_connection(unidad['server_id'])     if not server:         reporte.errores = 1         reporte.errores_detalle.append(""No se pudo obtener configuración del servidor"")         return reporte          # Construir query     query = QUERY_SOFTRESTAURANT_ABRIL.format(         fecha_inicio=fecha_inicio.isoformat(), "
"/app/backend/modules/comercial_v2/carga_historica_abril_2026.py","316","execute_sql_query","","    query = QUERY_SOFTRESTAURANT_ABRIL.format(         fecha_inicio=fecha_inicio.isoformat(),         fecha_fin=fecha_fin.isoformat()     )     reporte.query_ejecutada = query[:200] + ""...""          # Ejecutar query en origen     try:         rows = execute_sql_query(             server['host'],             server['port'],             server['database_name'],             server['username'],             server['password'],             query         )     except Exception as e: "
"/app/backend/modules/comercial_v2/carga_historica_abril_2026.py","469","get_server_connection","","        server_id=unidad['server_id'],         sistema_origen='MPRO',         rango_procesado=f""{fecha_inicio.isoformat()} a {fecha_fin.isoformat()}""     )          start_time = time.time()          # Obtener conexión     server = get_server_connection(unidad['server_id'])     if not server:         reporte.errores = 1         reporte.errores_detalle.append(""No se pudo obtener configuración del servidor"")         return reporte          # Construir query con sucursal     query = QUERY_MPRO_ABRIL.format(         fecha_inicio=fecha_inicio.isoformat(), "
"/app/backend/modules/comercial_v2/carga_historica_abril_2026.py","485","execute_sql_query","","        fecha_inicio=fecha_inicio.isoformat(),         fecha_fin=fecha_fin.isoformat(),         sucursal_id=unidad['sucursal_id']     )     reporte.query_ejecutada = query[:200] + ""...""          # Ejecutar query en origen     try:         rows = execute_sql_query(             server['host'],             server['port'],             server['database_name'],             server['username'],             server['password'],             query         )     except Exception as e: "
"/app/backend/modules/comercial_v2/carga_historica_24_meses.py","339","execute_sql_query","","         # Construir y ejecutar query     query = QUERY_SR_MENSUAL.format(         fecha_inicio=fecha_inicio.isoformat(),         fecha_fin=fecha_fin.isoformat()     )          try:         rows = execute_sql_query(             server['host'],             server['port'],             server['database_name'],             server['username'],             server['password'],             query         )     except Exception as e: "
"/app/backend/modules/comercial_v2/carga_historica_24_meses.py","475","get_server_connection","","        return reporte          if fecha_inicio < unidad.get('fecha_datos_desde', date(2000, 1, 1)):         fecha_inicio = unidad['fecha_datos_desde']          reporte.dias_esperados = (fecha_fin - fecha_inicio).days + 1          # Obtener conexión     server = get_server_connection(unidad['server_id'])     if not server:         reporte.errores = 1         reporte.notas = ""No se pudo obtener configuración del servidor""         return reporte          # Construir y ejecutar query     query = QUERY_MPRO_MENSUAL.format(         fecha_inicio=fecha_inicio.isoformat(), "
"/app/backend/modules/comercial_v2/carga_historica_24_meses.py","489","execute_sql_query","","    # Construir y ejecutar query     query = QUERY_MPRO_MENSUAL.format(         fecha_inicio=fecha_inicio.isoformat(),         fecha_fin=fecha_fin.isoformat(),         sucursal_id=unidad['sucursal_id']     )          try:         rows = execute_sql_query(             server['host'],             server['port'],             server['database_name'],             server['username'],             server['password'],             query         )     except Exception as e: "
"/app/backend/modules/finanzas/repository_real.py","94","execute_sql_query","","                     if not server:             logging.error(""[FinanzasRepo] Servidor EDARSA HUB no encontrado"")             return []                  timeout = timeout or ResilientConfig.QUERY_TIMEOUT                  try:             results = execute_sql_query(                 host=server['host'],                 port=server['port'],                 database=server['database'],                 username=server['username'],                 password=server['password'],                 query=query,                 timeout_seconds=timeout             ) "
"/app/backend/modules/finanzas/propinas_tpv/schema_detector.py","62","execute_sql_query","","            # Query para verificar tablas y columnas necesarias             query = """"""             SELECT TABLE_NAME, COLUMN_NAME             FROM INFORMATION_SCHEMA.COLUMNS              WHERE TABLE_NAME IN ('cheques', 'turnos', 'movtoscaja')             ORDER BY TABLE_NAME, ORDINAL_POSITION             """"""                          result = execute_sql_query(                 server['host'],                 server['port'],                 server['database'],                 server['username'],                 server['password'],                 query             )              "
