archivo,linea,tipo_conexion,endpoint_detectado,evidencia
"/app/backend/modules/comercial/alertas_margen_repository.py","486","execute_sql_query","","        set_clauses.append(f""Descripcion = N'{desc_escaped}'"")          if fecha_fin:         set_clauses.append(f""FechaFinVigencia = '{fecha_fin.strftime('%Y-%m-%d %H:%M:%S')}'"")          set_sql = "", "".join(set_clauses)          query = f""UPDATE Comercial_AlertasMargenReglas SET {set_sql} WHERE ReglaMargenID = '{regla_id}'""     execute_sql_query(*conn, query)          logger.info(f""[ALERTAS_MARGEN] Regla actualizada: {regla_id}"")          return obtener_regla_por_id(regla_id)   def desactivar_regla(regla_id: str, modificado_por: str = 'SISTEMA') -> bool:     """""" "
"/app/backend/modules/comercial/alertas_margen_repository.py","518","execute_sql_query","","         query = f""""""     UPDATE Comercial_AlertasMargenReglas      SET Activo = 0,          FechaModificacion = GETDATE(),         ModificadoPor = '{modificado_por.replace(chr(39), chr(39)+chr(39))}'     WHERE ReglaMargenID = '{regla_id}'     """"""     execute_sql_query(*conn, query)          logger.info(f""[ALERTAS_MARGEN] Regla desactivada: {regla_id}"")          return True   # ============================================================================= # RESOLUCIÓN DE REGLA APLICABLE (JERARQUÍA) "
"/app/backend/modules/comercial/alertas_margen_repository.py","618","execute_sql_query","","          AND {vigencia_sql}           AND {alcance_sql}         ORDER BY              CASE WHEN EmpresaID IS NOT NULL THEN 0 ELSE 1 END,             CASE WHEN SucursalID IS NOT NULL THEN 0 ELSE 1 END,             FechaCreacion DESC         """"""                  rows = execute_sql_query(*conn, query)                  if rows:             row = rows[0]             return {                 'regla': {                     'regla_id': row.get('regla_id'),                     'nivel_aplicacion': row.get('nivel_aplicacion'),                     'entidad_codigo': row.get('entidad_codigo'), "
"/app/backend/modules/comercial/alertas_margen_repository.py","675","execute_sql_query","","        ColorHex as color,         Activo as activo,         Orden as orden     FROM Comercial_AlertasUmbralesSeveridad     WHERE Activo = 1     ORDER BY Orden     """"""          rows = execute_sql_query(*conn, query) or []          return [         {             'umbral_id': row.get('umbral_id'),             'severidad': row.get('severidad'),             'puntos_desde': float(_safe_decimal(row.get('puntos_desde'))),             'puntos_hasta': float(_safe_decimal(row.get('puntos_hasta'))),             'incluir_utilidad_negativa': bool(row.get('incluir_utilidad_negativa')), "
"/app/backend/modules/comercial/alertas_margen_repository.py","752","execute_sql_query","","        SUM(CASE WHEN NivelAplicacion = 'GRUPO' AND Activo = 1 THEN 1 ELSE 0 END) as reglas_grupo,         SUM(CASE WHEN NivelAplicacion = 'FAMILIA' AND Activo = 1 THEN 1 ELSE 0 END) as reglas_familia,         SUM(CASE WHEN NivelAplicacion = 'SUBFAMILIA' AND Activo = 1 THEN 1 ELSE 0 END) as reglas_subfamilia,         SUM(CASE WHEN NivelAplicacion = 'PRODUCTO' AND Activo = 1 THEN 1 ELSE 0 END) as reglas_producto,         AVG(CASE WHEN Activo = 1 THEN MargenPorcentajeEsperado ELSE NULL END) as margen_promedio     FROM Comercial_AlertasMargenReglas     """"""          rows = execute_sql_query(*conn, query)          if not rows:         return {             'total_reglas': 0,             'reglas_activas': 0,             'por_nivel': {                 'GRUPO': 0,                 'FAMILIA': 0, "
"/app/backend/modules/comercial/repository.py","156","execute_sql_query","","    Retorna None si no se encuentra o si hay error de conexión.     """"""     try:         query = f""""""         SELECT * FROM Servidores_Conexiones         WHERE (id = '{server_id}' OR mongodb_id = '{server_id}')           AND activo = 1         """"""         results = execute_sql_query(             EDARSAHUB_CONFIG['host'],             EDARSAHUB_CONFIG['port'],             EDARSAHUB_CONFIG['database'],             EDARSAHUB_CONFIG['username'],             EDARSAHUB_CONFIG['password'],             query         )         if results: "
"/app/backend/modules/comercial/repository.py","186","execute_sql_query","","    try:         query = """"""         SELECT * FROM Servidores_Conexiones         WHERE activo = 1           AND (visible_en_operaciones = 1 OR visible_en_operaciones IS NULL)           AND (tipo_conexion = 'DATA_SOURCE' OR tipo_conexion IS NULL)         ORDER BY nombre         """"""         results = execute_sql_query(             EDARSAHUB_CONFIG['host'],             EDARSAHUB_CONFIG['port'],             EDARSAHUB_CONFIG['database'],             EDARSAHUB_CONFIG['username'],             EDARSAHUB_CONFIG['password'],             query         )         servers = [_sql_row_to_server_dict(row) for row in results] "
"/app/backend/modules/comercial/repository.py","202","get_server_by_id","","        servers = [_sql_row_to_server_dict(row) for row in results]         logging.info(f""[SQL] Obtenidos {len(servers)} servidores para tablero desde EDARSAHUB SQL"")         return servers     except Exception as e:         logging.warning(f""[SQL] Error obteniendo servidores desde SQL: {e}"")         return []   async def get_server_by_id(server_id: str) -> Optional[Dict]:     """"""     Obtiene un servidor activo por ID desde SQL Server.     MIGRACIÓN SQL-ONLY (Mayo 2026): MongoDB eliminado.     """"""     server = _get_server_by_id_sql(server_id)     if server:         return server     logging.debug(f""[SQL-ONLY] Servidor {server_id} no encontrado"") "
"/app/backend/modules/comercial/repository.py","306","execute_sql_query","","                 query = f""""""         SELECT TOP 1 nombre, codigo, system_type         FROM Unidades_Negocio         WHERE server_id = '{server_id}'           AND {suc_condition}           AND activo = 1         """"""         results = execute_sql_query(             EDARSAHUB_CONFIG['host'],             EDARSAHUB_CONFIG['port'],             EDARSAHUB_CONFIG['database'],             EDARSAHUB_CONFIG['username'],             EDARSAHUB_CONFIG['password'],             query         )         if results and results[0].get('nombre'): "
"/app/backend/modules/comercial/repository.py","384","execute_sql_query","","    FROM Comanda     WHERE MONTH(Cm_Fecha) = {mes}       AND YEAR(Cm_Fecha) = {anio}       AND Cm_Estado IN ('C', 'F')       {sucursal_filtro}     GROUP BY Sc_Cve_Sucursal     """"""          return execute_sql_query(         server['host'], server['port'], server['database'],         server['username'], server['password'], query     )   def query_ventas_softrestaurant(server: Dict, mes: int, anio: int) -> List[Dict]:     """"""     Obtiene ventas de SoftRestaurant para un mes/año específico. "
"/app/backend/modules/comercial/repository.py","413","execute_sql_query","","        UNION ALL         SELECT totalprecuenta, nopersonas          FROM tempcheques          WHERE MONTH(fecha) = {mes} AND YEAR(fecha) = {anio}           AND totalprecuenta > 0 AND cancelado = 0     ) AS ventas_unificadas     """"""          return execute_sql_query(         server['host'], server['port'], server['database'],         server['username'], server['password'], query     )   # ============================================================================ # QUERIES SQL - TICKET PERFECTO # ============================================================================ "
"/app/backend/modules/comercial/repository.py","448","execute_sql_query","","    INNER JOIN Producto P ON P.Pr_Cve_Producto = D.Pr_Cve_Producto     WHERE MONTH(C.Cm_Fecha) = {mes}       AND YEAR(C.Cm_Fecha) = {anio}       AND C.Cm_Estado IN ('C', 'F')       {sucursal_filtro}     GROUP BY C.Cm_Folio, C.Cm_Total, C.Cm_NumPersonas     """"""          return execute_sql_query(         server['host'], server['port'], server['database'],         server['username'], server['password'], query     )   # ============================================================================ # QUERIES SQL - METAS (MIGRADO A SQL - Mayo 2026) # ============================================================================ "
"/app/backend/modules/comercial/historical_kpis_repository.py","95","execute_sql_query","","    return asyncio.get_event_loop().run_until_complete(_get_edarsahub_credentials())   def _execute_edarsahub_query(query: str, credentials: Dict = None) -> List[Dict]:     """"""Ejecuta query en EDARSAHUB.""""""     if not credentials:         credentials = _get_edarsahub_credentials_sync()          return execute_sql_query(         credentials['host'],         credentials['port'],         credentials['database'],         credentials['username'],         credentials['password'],         query     )  "
"/app/backend/modules/comercial/services/impuestos_service.py","152","execute_sql_query","","            WHEN 'SUCURSAL' THEN 2             WHEN 'UNIDAD' THEN 3             WHEN 'FAMILIA' THEN 4             WHEN 'REGION' THEN 5             WHEN 'PAIS' THEN 6         END     """"""          override_result = execute_sql_query(*conn, override_query)          if override_result and len(override_result) > 0:         row = override_result[0]         tasa = float(row['TasaOverride']) if row['TasaOverride'] is not None else None                  if tasa is not None:             estado = EstadoFiscal.CONFIGURADO if tasa > 0 else EstadoFiscal.TASA_CERO_VALIDADA             return ResultadoResolucionImpuesto( "
"/app/backend/modules/comercial/services/impuestos_service.py","182","execute_sql_query","","        EstadoFiscal,         CAST(ImpuestoCanonicoID AS NVARCHAR(36)) as ImpuestoCanonicoID,         FuenteOrigen     FROM Comercial_ImpuestosMapeo     WHERE ServerID = '{server_id}'       AND CodigoProducto = '{codigo_producto}'     """"""          producto_result = execute_sql_query(*conn, producto_query)          if producto_result and len(producto_result) > 0:         row = producto_result[0]         tasa = float(row['TasaEfectiva']) if row['TasaEfectiva'] is not None else None         estado_str = row['EstadoFiscal']                  # Mapear estado         try: "
"/app/backend/modules/comercial/services/impuestos_service.py","225","execute_sql_query","","    sync_query = f""""""     SELECT TOP 1         TasaImpuesto     FROM Sync_Productos     WHERE ServerID = '{server_id}'       AND CodigoFuente = '{codigo_producto}'     """"""          sync_result = execute_sql_query(*conn, sync_query)          if sync_result and len(sync_result) > 0:         tasa_raw = sync_result[0]['TasaImpuesto']                  if tasa_raw is None or tasa_raw == -1:             return ResultadoResolucionImpuesto(                 tasa=None,                 estado_fiscal=EstadoFiscal.NO_CONFIGURADO, "
"/app/backend/modules/comercial/services/impuestos_service.py","286","execute_sql_query","","        ic.Nombre as ImpuestoCanonicoNombre,         ic.TipoImpuesto     FROM Comercial_ImpuestosMapeo m     LEFT JOIN Comercial_ImpuestosCatalogo ic ON m.ImpuestoCanonicoID = ic.ImpuestoID     WHERE m.ServerID = '{server_id}'       AND m.CodigoProducto = '{codigo_producto}'     """"""          result = execute_sql_query(*conn, query)          if result and len(result) > 0:         row = result[0]         return {             'encontrado': True,             'codigo_producto': row['CodigoProducto'],             'nombre_producto': row['NombreProducto'],             'system_type': row['SystemType'], "
"/app/backend/modules/comercial/services/impuestos_service.py","339","execute_sql_query","","        sc.nombre as ServidorNombre,         m.FechaSincronizacion     FROM Comercial_ImpuestosMapeo m     JOIN Servidores_Conexiones sc ON m.ServerID = sc.id     {where_clause}     ORDER BY sc.nombre, m.NombreProducto     """"""          result = execute_sql_query(*conn, query)          return [         {             'codigo_producto': r['CodigoProducto'],             'nombre_producto': r['NombreProducto'],             'system_type': r['SystemType'],             'server_id': r['ServerID'],             'servidor_nombre': r['ServidorNombre'], "
"/app/backend/modules/comercial/services/listas_competidores_service.py","103","execute_sql_query","","        -- Constraint único: no duplicar competidor activo en la misma lista         CREATE UNIQUE INDEX UQ_ListaCompetidor_Activo              ON Comercial_CompetidoresListasDetalle(ListaCompetidoresID, CompetidorID)              WHERE Activo = 1;     END     """"""          try:         execute_sql_query(*conn, ddl_listas)         execute_sql_query(*conn, ddl_detalle)         logger.info(""[LISTAS-COMP] Tablas de listas de competidores verificadas/creadas"")         return True     except Exception as e:         logger.error(f""[LISTAS-COMP] Error creando tablas: {e}"")         return False   "
"/app/backend/modules/comercial/services/listas_competidores_service.py","104","execute_sql_query","","        CREATE UNIQUE INDEX UQ_ListaCompetidor_Activo              ON Comercial_CompetidoresListasDetalle(ListaCompetidoresID, CompetidorID)              WHERE Activo = 1;     END     """"""          try:         execute_sql_query(*conn, ddl_listas)         execute_sql_query(*conn, ddl_detalle)         logger.info(""[LISTAS-COMP] Tablas de listas de competidores verificadas/creadas"")         return True     except Exception as e:         logger.error(f""[LISTAS-COMP] Error creando tablas: {e}"")         return False   # Inicializar tablas al importar el módulo "
"/app/backend/modules/comercial/services/listas_competidores_service.py","175","execute_sql_query","","    # Query de conteo total     count_query = f""""""     SELECT COUNT(*) as total     FROM Comercial_CompetidoresListas l     WHERE {where_clause}     """"""          try:         result = execute_sql_query(*conn, query)         count_result = execute_sql_query(*conn, count_query)         total = count_result[0]['total'] if count_result else 0                  listas = []         for row in result:             # Manejar fechas que pueden ser datetime o string             fecha_creacion = row.get('FechaCreacion')             if fecha_creacion and hasattr(fecha_creacion, 'isoformat'): "
"/app/backend/modules/comercial/services/listas_competidores_service.py","176","execute_sql_query","","    count_query = f""""""     SELECT COUNT(*) as total     FROM Comercial_CompetidoresListas l     WHERE {where_clause}     """"""          try:         result = execute_sql_query(*conn, query)         count_result = execute_sql_query(*conn, count_query)         total = count_result[0]['total'] if count_result else 0                  listas = []         for row in result:             # Manejar fechas que pueden ser datetime o string             fecha_creacion = row.get('FechaCreacion')             if fecha_creacion and hasattr(fecha_creacion, 'isoformat'):                 fecha_creacion = fecha_creacion.isoformat() "
"/app/backend/modules/comercial/services/listas_competidores_service.py","256","execute_sql_query","","        {f""N'{color}'"" if color else 'NULL'},         1,         GETDATE(),         N'{usuario}'     )     """"""          try:         execute_sql_query(*conn, query)         logger.info(f""[LISTAS-COMP] Lista creada: {nombre_lista} ({lista_id})"")                  return {             'lista_id': lista_id,             'nombre_lista': nombre_lista,             'descripcion': descripcion,             'empresa_id': empresa_id,             'unidad_negocio_id': unidad_negocio_id, "
"/app/backend/modules/comercial/services/listas_competidores_service.py","314","execute_sql_query","","         query = f""""""     UPDATE Comercial_CompetidoresListas     SET {', '.join(updates)}     WHERE ListaCompetidoresID = '{lista_id}'     """"""          try:         execute_sql_query(*conn, query)         logger.info(f""[LISTAS-COMP] Lista actualizada: {lista_id}"")         return obtener_lista_competidores(lista_id)              except Exception as e:         logger.error(f""[LISTAS-COMP] Error actualizando lista: {e}"")         raise   "
"/app/backend/modules/comercial/services/listas_competidores_service.py","336","execute_sql_query","","         query = f""""""     UPDATE Comercial_CompetidoresListas     SET Activo = 0, FechaModificacion = GETDATE(), ModificadoPor = N'{usuario}'     WHERE ListaCompetidoresID = '{lista_id}'     """"""          try:         execute_sql_query(*conn, query)         logger.info(f""[LISTAS-COMP] Lista desactivada: {lista_id}"")         return True     except Exception as e:         logger.error(f""[LISTAS-COMP] Error desactivando lista: {e}"")         return False   def obtener_lista_competidores(lista_id: str) -> Optional[Dict[str, Any]]: "
"/app/backend/modules/comercial/services/listas_competidores_service.py","372","execute_sql_query","","        l.ModificadoPor,         (SELECT COUNT(*) FROM Comercial_CompetidoresListasDetalle d           WHERE d.ListaCompetidoresID = l.ListaCompetidoresID AND d.Activo = 1) as TotalCompetidores     FROM Comercial_CompetidoresListas l     WHERE l.ListaCompetidoresID = '{lista_id}'     """"""          try:         result = execute_sql_query(*conn, query)         if not result:             return None                  row = result[0]                  # Manejar fechas que pueden ser datetime o string         fecha_creacion = row.get('FechaCreacion')         if fecha_creacion and hasattr(fecha_creacion, 'isoformat'): "
"/app/backend/modules/comercial/services/listas_competidores_service.py","445","execute_sql_query","","    INNER JOIN Comercial_Competidores c ON d.CompetidorID = c.CompetidorID     WHERE d.ListaCompetidoresID = '{lista_id}'     {filtro_activo}     AND c.Activo = 1     ORDER BY d.Orden, c.NombreCompetidor     """"""          try:         result = execute_sql_query(*conn, query)                  competidores = []         for row in result:             # Manejar fecha que puede ser datetime o string             fecha_agregado = row.get('FechaCreacion')             if fecha_agregado and hasattr(fecha_agregado, 'isoformat'):                 fecha_agregado = fecha_agregado.isoformat()              "
"/app/backend/modules/comercial/services/listas_competidores_service.py","498","execute_sql_query","","    # Verificar si ya existe (activo o inactivo)     check_query = f""""""     SELECT ListaDetalleID, Activo      FROM Comercial_CompetidoresListasDetalle     WHERE ListaCompetidoresID = '{lista_id}' AND CompetidorID = '{competidor_id}'     """"""          try:         existing = execute_sql_query(*conn, check_query)                  if existing:             # Si ya existe y está activo, error             if existing[0]['Activo']:                 raise ValueError(""El competidor ya está en esta lista"")                          # Si existe pero está inactivo, reactivar             reactivate_query = f"""""" "
"/app/backend/modules/comercial/services/listas_competidores_service.py","513","execute_sql_query","","            # Si existe pero está inactivo, reactivar             reactivate_query = f""""""             UPDATE Comercial_CompetidoresListasDetalle             SET Activo = 1, Orden = {orden},                  Notas = {f""N'{notas.replace(chr(39), chr(39)+chr(39))}'"" if notas else 'NULL'},                 FechaModificacion = GETDATE(), ModificadoPor = N'{usuario}'             WHERE ListaDetalleID = '{existing[0]['ListaDetalleID']}'             """"""             execute_sql_query(*conn, reactivate_query)             detalle_id = str(existing[0]['ListaDetalleID'])             logger.info(f""[LISTAS-COMP] Competidor reactivado en lista: {competidor_id} -> {lista_id}"")         else:             # Insertar nuevo             insert_query = f""""""             INSERT INTO Comercial_CompetidoresListasDetalle (                 ListaDetalleID, ListaCompetidoresID, CompetidorID,                 Orden, Notas, Activo, FechaCreacion, CreadoPor "
"/app/backend/modules/comercial/services/listas_competidores_service.py","533","execute_sql_query","","                '{competidor_id}',                 {orden},                 {f""N'{notas.replace(chr(39), chr(39)+chr(39))}'"" if notas else 'NULL'},                 1,                 GETDATE(),                 N'{usuario}'             )             """"""             execute_sql_query(*conn, insert_query)             logger.info(f""[LISTAS-COMP] Competidor agregado a lista: {competidor_id} -> {lista_id}"")                  return {             'detalle_id': detalle_id,             'lista_id': lista_id,             'competidor_id': competidor_id,             'orden': orden,             'notas': notas, "
"/app/backend/modules/comercial/services/listas_competidores_service.py","563","execute_sql_query","","         query = f""""""     UPDATE Comercial_CompetidoresListasDetalle     SET Activo = 0, FechaModificacion = GETDATE(), ModificadoPor = N'{usuario}'     WHERE ListaCompetidoresID = '{lista_id}' AND CompetidorID = '{competidor_id}'     """"""          try:         execute_sql_query(*conn, query)         logger.info(f""[LISTAS-COMP] Competidor quitado de lista: {competidor_id} <- {lista_id}"")         return True     except Exception as e:         logger.error(f""[LISTAS-COMP] Error quitando competidor de lista: {e}"")         return False   def obtener_ids_competidores_de_lista(lista_id: str) -> List[str]: "
"/app/backend/modules/comercial/services/listas_competidores_service.py","584","execute_sql_query","","         query = f""""""     SELECT CompetidorID     FROM Comercial_CompetidoresListasDetalle     WHERE ListaCompetidoresID = '{lista_id}' AND Activo = 1     """"""          try:         result = execute_sql_query(*conn, query)         return [str(row['CompetidorID']) for row in result]     except Exception as e:         logger.error(f""[LISTAS-COMP] Error obteniendo IDs de lista: {e}"")         return []   def obtener_listas_de_competidor(competidor_id: str) -> List[Dict[str, Any]]:     """""" "
